version;0.3;;;
Intelbras ATA 200;74.19.10.21;CVE-2022-24654;Authenticated stored cross-site scripting (XSS) vulnerability in "Field Server Address"...;https://nvd.nist.gov/vuln/detail/CVE-2022-24654
Intelbras Action RF 1200;1.1.3;CVE-2019-19517;Intelbras RF1200 1.1.3 devices allow CSRF to bypass the login.html form, as demonstrate...;https://nvd.nist.gov/vuln/detail/CVE-2019-19517
Intelbras Action RF 1200;1.2.2;CVE-2024-22773;Intelbras Action RF 1200 routers 1.2.2 and earlier and Action RG 1200 routers 2.1.7 and...;https://nvd.nist.gov/vuln/detail/CVE-2024-22773
Intelbras CIP 92200;;CVE-2020-8829;CSRF on Intelbras CIP 92200 devices allows an attacker to access the panel and perform ...;https://nvd.nist.gov/vuln/detail/CVE-2020-8829
Intelbras IWR 1000N;1.6.4;CVE-2019-17600;Intelbras IWR 1000N 1.6.4 devices allow disclosure of the administrator login name and ...;https://nvd.nist.gov/vuln/detail/CVE-2019-17600
Intelbras IWR 3000N;1.5.0;CVE-2019-11414;An issue was discovered on Intelbras IWR 3000N 1.5.0 devices;https://nvd.nist.gov/vuln/detail/CVE-2019-11414
Intelbras IWR 3000N;1.5.0;CVE-2019-11415;An issue was discovered on Intelbras IWR 3000N 1.5.0 devices;https://nvd.nist.gov/vuln/detail/CVE-2019-11415
Intelbras IWR 3000N;1.5.0;CVE-2019-11416;A CSRF issue was discovered on Intelbras IWR 3000N 1.5.0 devices, leading to complete c...;https://nvd.nist.gov/vuln/detail/CVE-2019-11416
Intelbras IWR 3000N;1.8.7;CVE-2019-19007;Intelbras IWR 3000N 1.8.7 devices allow disclosure of the administrator login name and ...;https://nvd.nist.gov/vuln/detail/CVE-2019-19007
Intelbras IWR 3000N;1.8.7;CVE-2019-19995;A CSRF issue was discovered on Intelbras IWR 3000N 1.8.7 devices, leading to complete c...;https://nvd.nist.gov/vuln/detail/CVE-2019-19995
Intelbras IWR 3000N;1.8.7;CVE-2019-19996;An issue was discovered on Intelbras IWR 3000N 1.8.7 devices;https://nvd.nist.gov/vuln/detail/CVE-2019-19996
Intelbras IWR 3000N;1.8.7;CVE-2019-20004;An issue was discovered on Intelbras IWR 3000N 1.8.7 devices;https://nvd.nist.gov/vuln/detail/CVE-2019-20004
Intelbras IWR 3000N;<= 1.9.8;CVE-2025-55976;Intelbras IWR 3000N 1.9.8 exposes the Wi-Fi password in plaintext via the /api/wireless...;https://nvd.nist.gov/vuln/detail/CVE-2025-55976
Intelbras Icip 30;2.0.20;CVE-2025-13187;A security vulnerability has been detected in Intelbras ICIP 2.0.20;https://nvd.nist.gov/vuln/detail/CVE-2025-13187
Intelbras Incontrol WEB;2.21.60.9;CVE-2025-6765;A vulnerability, which was classified as critical, has been found in Intelbras InContro...;https://nvd.nist.gov/vuln/detail/CVE-2025-6765
Intelbras Incontrol WEB;2.21.60.9;CVE-2025-8515;A weakness has been identified in Intelbras InControl 2.21.60.9;https://nvd.nist.gov/vuln/detail/CVE-2025-8515
Intelbras Incontrol WEB;< 2.21.58;CVE-2024-9324;A vulnerability was found in Intelbras InControl up to 2.21.57;https://nvd.nist.gov/vuln/detail/CVE-2024-9324
Intelbras Incontrol WEB;< 2.21.58;CVE-2024-9325;A vulnerability classified as critical has been found in Intelbras InControl up to 2.21.56;https://nvd.nist.gov/vuln/detail/CVE-2024-9325
Intelbras Incontrol WEB;< 2.21.59;CVE-2025-0784;A vulnerability has been found in Intelbras InControl up to 2.21.58 and classified as p...;https://nvd.nist.gov/vuln/detail/CVE-2025-0784
Intelbras Incontrol WEB;<= 2.21.59;CVE-2025-4286;A vulnerability was found in Intelbras InControl up to 2.21.59;https://nvd.nist.gov/vuln/detail/CVE-2025-4286
Intelbras Incontrol WEB;>= 2.21.60.0 and <= 2.21.60.9;CVE-2025-7061;A vulnerability was found in Intelbras InControl up to 2.21.60.9;https://nvd.nist.gov/vuln/detail/CVE-2025-7061
Intelbras Incontrol;2.21.56;CVE-2024-6080;A vulnerability classified as critical was found in Intelbras InControl 2.21.56;https://nvd.nist.gov/vuln/detail/CVE-2024-6080
Intelbras Ncloud 300;1.0;CVE-2018-11094;An issue was discovered on Intelbras NCLOUD 300 1.0 devices;https://nvd.nist.gov/vuln/detail/CVE-2018-11094
Intelbras Nplug;1.0.0.14;CVE-2018-12455;Intelbras NPLUG 1.0.0.14 wireless repeater devices have a critical vulnerability that a...;https://nvd.nist.gov/vuln/detail/CVE-2018-12455
Intelbras Nplug;1.0.0.14;CVE-2018-12456;Intelbras NPLUG 1.0.0.14 wireless repeater devices have no CSRF token protection in the...;https://nvd.nist.gov/vuln/detail/CVE-2018-12456
Intelbras Nplug;1.0.0.14;CVE-2018-17337;Intelbras NPLUG 1.0.0.14 devices have XSS via a crafted SSID that is received via a net...;https://nvd.nist.gov/vuln/detail/CVE-2018-17337
Intelbras RF 301K;1.1.2;CVE-2021-32402;Intelbras Router RF 301K Firmware 1.1.2 is vulnerable to Cross Site Request Forgery (CS...;https://nvd.nist.gov/vuln/detail/CVE-2021-32402
Intelbras RF 301K;1.1.2;CVE-2021-32403;Intelbras Router RF 301K Firmware 1.1.2 is vulnerable to Cross Site Request Forgery (CS...;https://nvd.nist.gov/vuln/detail/CVE-2021-32403
Intelbras RX 1500;1.1.9;CVE-2023-6103;A vulnerability has been found in Intelbras RX 1500 1.1.9 and classified as problematic;https://nvd.nist.gov/vuln/detail/CVE-2023-6103
Intelbras RX 1500;2.2.9;CVE-2025-26062;An access control issue in Intelbras RX1500 v2.2.9 and RX3000 v1.0.11 allows unauthenti...;https://nvd.nist.gov/vuln/detail/CVE-2025-26062
Intelbras RX 1500;2.2.9;CVE-2025-26063;An issue in Intelbras RX1500 v2.2.9 and RX3000 v1.0.11 allows unauthenticated attackers...;https://nvd.nist.gov/vuln/detail/CVE-2025-26063
Intelbras RX 1500;2.2.9;CVE-2025-26064;A cross-site scripting (XSS) vulnerability in Intelbras RX1500 v2.2.9 and RX3000 v1.0.1...;https://nvd.nist.gov/vuln/detail/CVE-2025-26064
Intelbras RX 1500;2.2.9;CVE-2025-26065;A cross-site scripting (XSS) vulnerability in Intelbras RX1500 v2.2.9 and RX3000 v1.0.1...;https://nvd.nist.gov/vuln/detail/CVE-2025-26065
Intelbras RX 1500;<= 2.2.17;CVE-2025-50404;Intelbras RX1500 Router v2.2.17 and before is vulnerable to Integer Overflow;https://nvd.nist.gov/vuln/detail/CVE-2025-50404
Intelbras RX 1500;<= 2.2.17;CVE-2025-50405;Intelbras RX1500 Router v2.2.17 and before is vulnerable to Incorrect Access Control in...;https://nvd.nist.gov/vuln/detail/CVE-2025-50405
Intelbras RX 3000;1.0.11;CVE-2025-26062;An access control issue in Intelbras RX1500 v2.2.9 and RX3000 v1.0.11 allows unauthenti...;https://nvd.nist.gov/vuln/detail/CVE-2025-26062
Intelbras RX 3000;1.0.11;CVE-2025-26063;An issue in Intelbras RX1500 v2.2.9 and RX3000 v1.0.11 allows unauthenticated attackers...;https://nvd.nist.gov/vuln/detail/CVE-2025-26063
Intelbras RX 3000;1.0.11;CVE-2025-26064;A cross-site scripting (XSS) vulnerability in Intelbras RX1500 v2.2.9 and RX3000 v1.0.1...;https://nvd.nist.gov/vuln/detail/CVE-2025-26064
Intelbras RX 3000;1.0.11;CVE-2025-26065;A cross-site scripting (XSS) vulnerability in Intelbras RX1500 v2.2.9 and RX3000 v1.0.1...;https://nvd.nist.gov/vuln/detail/CVE-2025-26065
Intelbras SG 2404 MR;1.00.54;CVE-2023-36144;An authentication bypass in Intelbras Switch SG 2404 MR in firmware 1.00.54 allows an u...;https://nvd.nist.gov/vuln/detail/CVE-2023-36144
Intelbras SG 2404 MR;;CVE-2022-43308;INTELBRAS SG 2404 MR 20180928-rel64938 allows authenticated attackers to arbitrarily cr...;https://nvd.nist.gov/vuln/detail/CVE-2022-43308
Intelbras SG 2404 POE;;CVE-2022-43308;INTELBRAS SG 2404 MR 20180928-rel64938 allows authenticated attackers to arbitrarily cr...;https://nvd.nist.gov/vuln/detail/CVE-2022-43308
Intelbras TIP 635G;1.12.3.5;CVE-2026-3101;A vulnerability was found in Intelbras TIP 635G 1.12.3.5;https://nvd.nist.gov/vuln/detail/CVE-2026-3101
Intelbras TIP200;60.0.75.29;CVE-2018-9010;Intelbras TELEFONE IP TIP200/200 LITE 60.0.75.29 devices allow remote authenticated adm...;https://nvd.nist.gov/vuln/detail/CVE-2018-9010
Intelbras TIP200;60.61.75.15;CVE-2020-13886;Intelbras TIP 200 60.61.75.15, TIP 200 LITE 60.61.75.15, and TIP 300 65.61.75.22 device...;https://nvd.nist.gov/vuln/detail/CVE-2020-13886
Intelbras TIP200;60.61.75.22;CVE-2020-24285;INTELBRAS TELEFONE IP TIP200 version 60.61.75.22 allows an attacker to obtain sensitive...;https://nvd.nist.gov/vuln/detail/CVE-2020-24285
Intelbras TIP200;65.61.75.15;CVE-2020-12262;Intelbras TIP200 60.61.75.15, TIP200LITE 60.61.75.15, and TIP300 65.61.75.15 devices al...;https://nvd.nist.gov/vuln/detail/CVE-2020-12262
Intelbras TIP200LITE;60.0.75.29;CVE-2018-9010;Intelbras TELEFONE IP TIP200/200 LITE 60.0.75.29 devices allow remote authenticated adm...;https://nvd.nist.gov/vuln/detail/CVE-2018-9010
Intelbras TIP200LITE;60.61.75.15;CVE-2020-12262;Intelbras TIP200 60.61.75.15, TIP200LITE 60.61.75.15, and TIP300 65.61.75.15 devices al...;https://nvd.nist.gov/vuln/detail/CVE-2020-12262
Intelbras TIP200LITE;60.61.75.15;CVE-2020-13886;Intelbras TIP 200 60.61.75.15, TIP 200 LITE 60.61.75.15, and TIP 300 65.61.75.22 device...;https://nvd.nist.gov/vuln/detail/CVE-2020-13886
Intelbras TIP200LITE;60.61.75.22;CVE-2020-24285;INTELBRAS TELEFONE IP TIP200 version 60.61.75.22 allows an attacker to obtain sensitive...;https://nvd.nist.gov/vuln/detail/CVE-2020-24285
Intelbras TIP300;60.61.75.15;CVE-2020-12262;Intelbras TIP200 60.61.75.15, TIP200LITE 60.61.75.15, and TIP300 65.61.75.15 devices al...;https://nvd.nist.gov/vuln/detail/CVE-2020-12262
Intelbras TIP300;65.61.75.22;CVE-2020-13886;Intelbras TIP 200 60.61.75.15, TIP 200 LITE 60.61.75.15, and TIP 300 65.61.75.22 device...;https://nvd.nist.gov/vuln/detail/CVE-2020-13886
Intelbras WIN 240;1.1.0;CVE-2018-10369;A Cross-site scripting (XSS) vulnerability was discovered on Intelbras Win 240 V1.1.0 d...;https://nvd.nist.gov/vuln/detail/CVE-2018-10369
Intelbras WIN 300;<= 2021-01-04;CVE-2021-3017;The web interface on Intelbras WIN 300 and WRN 342 devices through 2021-01-04 allows re...;https://nvd.nist.gov/vuln/detail/CVE-2021-3017
Intelbras WRN 150;1.0.17;CVE-2019-17222;An issue was discovered on Intelbras WRN 150 1.0.17 devices;https://nvd.nist.gov/vuln/detail/CVE-2019-17222
Intelbras WRN 150;1.0.18;CVE-2019-19516;Intelbras WRN 150 1.0.18 devices allow CSRF via GO=system_password.asp to the goform/Sy...;https://nvd.nist.gov/vuln/detail/CVE-2019-19516
Intelbras WRN 150;1.0.1;CVE-2017-14942;Intelbras WRN 150 devices allow remote attackers to read the configuration file, and co...;https://nvd.nist.gov/vuln/detail/CVE-2017-14942
Intelbras WRN 240;2.0.0;CVE-2019-19142;Intelbras WRN240 devices do not require authentication to replace the firmware via a PO...;https://nvd.nist.gov/vuln/detail/CVE-2019-19142
Intelbras WRN 240;;CVE-2017-14219;XSS (persistent) on the Intelbras Wireless N 150Mbps router with firmware WRN 240 allow...;https://nvd.nist.gov/vuln/detail/CVE-2017-14219
Intelbras WRN 342;<= 2021-01-04;CVE-2021-3017;The web interface on Intelbras WIN 300 and WRN 342 devices through 2021-01-04 allows re...;https://nvd.nist.gov/vuln/detail/CVE-2021-3017
Intelbras Wifiber 120AC Inmesh;>= 1.1-220216 and < 1.1-220826;CVE-2022-40005;Intelbras WiFiber 120AC inMesh before 1-1-220826 allows command injection by authentica...;https://nvd.nist.gov/vuln/detail/CVE-2022-40005
Iptel SIP Express Router;>= 0.8.8 and <= 0.8.9;CVE-2003-1113;The Session Initiation Protocol (SIP) implementation in IPTel SIP Express Router 0.8.9 ...;https://nvd.nist.gov/vuln/detail/CVE-2003-1113
Iptel Serweb;2.0.0dev1;CVE-2007-6290;Multiple directory traversal vulnerabilities in js/get_js.php in SERWeb 2.0.0 dev1 and ...;https://nvd.nist.gov/vuln/detail/CVE-2007-6290
Iptel Serweb;<= 0.9.6;CVE-2007-3358;PHP remote file inclusion vulnerability in html/load_lang.php in SerWeb 0.9.6 and earli...;https://nvd.nist.gov/vuln/detail/CVE-2007-3358
Iptel Serweb;<= 0.9.6;CVE-2007-3359;Multiple PHP remote file inclusion vulnerabilities in SerWeb 0.9.6 and earlier allow re...;https://nvd.nist.gov/vuln/detail/CVE-2007-3359
Iptel Serweb;<= 2.0.0dev1;CVE-2007-6289;Multiple PHP remote file inclusion vulnerabilities in SerWeb 2.0.0 dev1 and earlier all...;https://nvd.nist.gov/vuln/detail/CVE-2007-6289
Issabel PBX;2.11;CVE-2021-43695;issabelPBX version 2.11 is affected by a Cross Site Scripting (XSS) vulnerability;https://nvd.nist.gov/vuln/detail/CVE-2021-43695
Issabel PBX;20200102;CVE-2021-46558;Multiple cross-site scripting (XSS) vulnerabilities in the Add User module of Issabel P...;https://nvd.nist.gov/vuln/detail/CVE-2021-46558
Issabel PBX;4.0.0-6;CVE-2023-34839;A Cross Site Request Forgery (CSRF) vulnerability in Issabel issabel-pbx v.4.0.0-6 allo...;https://nvd.nist.gov/vuln/detail/CVE-2023-34839
Issabel PBX;4.0.0-6;CVE-2023-37190;A stored cross-site scripting (XSS) vulnerability in Issabel issabel-pbx v.4.0.0-6 allo...;https://nvd.nist.gov/vuln/detail/CVE-2023-37190
Issabel PBX;4.0.0-6;CVE-2023-37191;A stored cross-site scripting (XSS) vulnerability in Issabel issabel-pbx v.4.0.0-6 allo...;https://nvd.nist.gov/vuln/detail/CVE-2023-37191
Issabel PBX;4.0.0-6;CVE-2023-37596;Cross Site Request Forgery (CSRF) vulnerability in issabel-pbx v.4.0.0-6 allows a remot...;https://nvd.nist.gov/vuln/detail/CVE-2023-37596
Issabel PBX;4.0.0-6;CVE-2023-37597;Cross Site Request Forgery (CSRF) vulnerability in issabel-pbx v.4.0.0-6 allows a remot...;https://nvd.nist.gov/vuln/detail/CVE-2023-37597
Issabel PBX;4.0.0-6;CVE-2023-37598;A Cross Site Request Forgery (CSRF) vulnerability in issabel-pbx v.4.0.0-6 allows a rem...;https://nvd.nist.gov/vuln/detail/CVE-2023-37598
Issabel PBX;4.0.0-6;CVE-2023-37599;An issue in issabel-pbx v.4.0.0-6 allows a remote attacker to obtain sensitive informat...;https://nvd.nist.gov/vuln/detail/CVE-2023-37599
Issabel PBX;4.0.0;CVE-2024-0986;A vulnerability was found in Issabel PBX 4.0.0;https://nvd.nist.gov/vuln/detail/CVE-2024-0986
Issabel PBX;4;CVE-2021-34190;A stored cross site scripting (XSS) vulnerability in index.php?menu=billing_rates of Is...;https://nvd.nist.gov/vuln/detail/CVE-2021-34190
Issabel PBX;4;CVE-2023-37189;A stored cross site scripting (XSS) vulnerability in index.php?menu=billing_rates of Is...;https://nvd.nist.gov/vuln/detail/CVE-2023-37189
Kamailio;4.0.1-1;CVE-2013-7426;Insecure Temporary file vulnerability in /tmp/kamailio_fifo in kamailio 4.0.1.;https://nvd.nist.gov/vuln/detail/CVE-2013-7426
Kamailio;5.5.0;CVE-2025-12204;A security vulnerability has been detected in Kamailio 5.5;https://nvd.nist.gov/vuln/detail/CVE-2025-12204
Kamailio;5.5.0;CVE-2025-12205;A vulnerability was detected in Kamailio 5.5;https://nvd.nist.gov/vuln/detail/CVE-2025-12205
Kamailio;5.5.0;CVE-2025-12206;A flaw has been found in Kamailio 5.5. The impacted element is the function rve_is_cons...;https://nvd.nist.gov/vuln/detail/CVE-2025-12206
Kamailio;5.5.0;CVE-2025-12207;A vulnerability has been found in Kamailio 5.5;https://nvd.nist.gov/vuln/detail/CVE-2025-12207
Kamailio;6.1.0;CVE-2026-39863;Kamailio is an open source implementation of a SIP Signaling Server;https://nvd.nist.gov/vuln/detail/CVE-2026-39863
Kamailio;< 4.4.7;CVE-2018-8828;A Buffer Overflow issue was discovered in Kamailio before 4.4.7, 5.0.x before 5.0.6, an...;https://nvd.nist.gov/vuln/detail/CVE-2018-8828
Kamailio;< 5.0.7;CVE-2018-14767;In Kamailio before 5.0.7 and 5.1.x before 5.1.4, a crafted SIP message with a double "T...;https://nvd.nist.gov/vuln/detail/CVE-2018-14767
Kamailio;< 5.0.7;CVE-2018-16657;In Kamailio before 5.0.7 and 5.1.x before 5.1.4, a crafted SIP message with an invalid...;https://nvd.nist.gov/vuln/detail/CVE-2018-16657
Kamailio;< 5.4.0;CVE-2020-28361;Kamailio before 5.4.0, as used in Sip Express Router (SER) in Sippy Softswitch 4.5 thro...;https://nvd.nist.gov/vuln/detail/CVE-2020-28361
Kamailio;< 5.5.0;CVE-2020-27507;The Kamailio SIP before 5.5.0 server mishandles INVITE requests with duplicated fields...;https://nvd.nist.gov/vuln/detail/CVE-2020-27507
Kamailio;< 5.8.7;CVE-2026-39864;Kamailio is an open source implementation of a SIP Signaling Server;https://nvd.nist.gov/vuln/detail/CVE-2026-39864
Kamailio;< 5.8.8;CVE-2026-39863;Kamailio is an open source implementation of a SIP Signaling Server;https://nvd.nist.gov/vuln/detail/CVE-2026-39863
Kamailio;<= 4.2.0-1.1;CVE-2015-1591;The kamailio build in kamailio before 4.2.0-2 process allows local users to gain privil...;https://nvd.nist.gov/vuln/detail/CVE-2015-1591
Kamailio;<= 4.2.8;CVE-2015-1590;The kamcmd administrative utility and default configuration in kamailio before 4.3.0 us...;https://nvd.nist.gov/vuln/detail/CVE-2015-1590
Kamailio;<= 4.3.4;CVE-2016-2385;Heap-based buffer overflow in the encode_msg function in encode_msg.c in the SEAS modul...;https://nvd.nist.gov/vuln/detail/CVE-2016-2385
Kamailio;<= 6.1.1;CVE-2026-52022;An issue in kamailio v.6.1.1 and before allows a remote attacker to cause a denial of s...;https://nvd.nist.gov/vuln/detail/CVE-2026-52022
Kamailio;>= 5.0.0 and < 5.0.6;CVE-2018-8828;A Buffer Overflow issue was discovered in Kamailio before 4.4.7, 5.0.x before 5.0.6, an...;https://nvd.nist.gov/vuln/detail/CVE-2018-8828
Kamailio;>= 5.1.0 and < 5.1.2;CVE-2018-8828;A Buffer Overflow issue was discovered in Kamailio before 4.4.7, 5.0.x before 5.0.6, an...;https://nvd.nist.gov/vuln/detail/CVE-2018-8828
Kamailio;>= 5.1.0 and < 5.1.4;CVE-2018-14767;In Kamailio before 5.0.7 and 5.1.x before 5.1.4, a crafted SIP message with a double "T...;https://nvd.nist.gov/vuln/detail/CVE-2018-14767
Kamailio;>= 5.1.0 and < 5.1.4;CVE-2018-16657;In Kamailio before 5.0.7 and 5.1.x before 5.1.4, a crafted SIP message with an invalid...;https://nvd.nist.gov/vuln/detail/CVE-2018-16657
Kamailio;>= 6.0.0 and < 6.0.5;CVE-2026-39864;Kamailio is an open source implementation of a SIP Signaling Server;https://nvd.nist.gov/vuln/detail/CVE-2026-39864
Kamailio;>= 6.0.0 and < 6.0.6;CVE-2026-39863;Kamailio is an open source implementation of a SIP Signaling Server;https://nvd.nist.gov/vuln/detail/CVE-2026-39863
LifeSize 220;ls_ex2_4.7.10_2000_(14);CVE-2018-17981;Lifesize Express ls ex2_4.7.10 2000 (14) devices allow XSS via the interface/interface....;https://nvd.nist.gov/vuln/detail/CVE-2018-17981
LifeSize Icon 300;ls_rm3_3.7.0(2421);CVE-2019-3702;A Remote Code Execution issue in the DNS Query Web UI in Lifesize Icon LS_RM3_3.7.0 (24...;https://nvd.nist.gov/vuln/detail/CVE-2019-3702
LifeSize Icon 500;ls_rm3_3.7.0(2421);CVE-2019-3702;A Remote Code Execution issue in the DNS Query Web UI in Lifesize Icon LS_RM3_3.7.0 (24...;https://nvd.nist.gov/vuln/detail/CVE-2019-3702
LifeSize Icon 700;ls_rm3_3.7.0(2421);CVE-2019-3702;A Remote Code Execution issue in the DNS Query Web UI in Lifesize Icon LS_RM3_3.7.0 (24...;https://nvd.nist.gov/vuln/detail/CVE-2019-3702
LifeSize Networker 220;;CVE-2019-7632;LifeSize Team, Room, Passport, and Networker 220 devices allow Authenticated Remote OS ...;https://nvd.nist.gov/vuln/detail/CVE-2019-7632
LifeSize Passport 220;;CVE-2019-7632;LifeSize Team, Room, Passport, and Networker 220 devices allow Authenticated Remote OS ...;https://nvd.nist.gov/vuln/detail/CVE-2019-7632
LifeSize Room 220;;CVE-2019-7632;LifeSize Team, Room, Passport, and Networker 220 devices allow Authenticated Remote OS ...;https://nvd.nist.gov/vuln/detail/CVE-2019-7632
LifeSize Room 220I;ls_rm2_4.11.8_(14);CVE-2018-17981;Lifesize Express ls ex2_4.7.10 2000 (14) devices allow XSS via the interface/interface....;https://nvd.nist.gov/vuln/detail/CVE-2018-17981
LifeSize Room Appliance Software;4.7.18;CVE-2011-2763;The web interface on the LifeSize Room appliance LS_RM1_3.5.3 (11) and 4.7.18 allows re...;https://nvd.nist.gov/vuln/detail/CVE-2011-2763
LifeSize Room Appliance Software;ls_rm1_3.5.3;CVE-2011-2762;The web interface on the LifeSize Room appliance LS_RM1_3.5.3 (11) allows remote attack...;https://nvd.nist.gov/vuln/detail/CVE-2011-2762
LifeSize Room Appliance Software;ls_rm1_3.5.3;CVE-2011-2763;The web interface on the LifeSize Room appliance LS_RM1_3.5.3 (11) and 4.7.18 allows re...;https://nvd.nist.gov/vuln/detail/CVE-2011-2763
LifeSize Team 220;;CVE-2019-7632;LifeSize Team, Room, Passport, and Networker 220 devices allow Authenticated Remote OS ...;https://nvd.nist.gov/vuln/detail/CVE-2019-7632
